feature1,feature2,r,abs_r,exact_equal
rho_g_m_3__std,rho_g_m_3__peak_to_peak,0.963037619466929,0.963037619466929,False
p_mbar__std,p_mbar__iqr,0.962923452853852,0.962923452853852,False
VPmax_mbar__median,Tlog_degC__mean,0.962920266279696,0.962920266279696,False
VPmax_mbar__q25,Tpot_K__rms,0.962885231050364,0.962885231050364,False
wv_m_s__median,wv_m_s__q25,0.962719028900042,0.962719028900042,False
H2OC_mmol_mol__min,sh_g_kg__q75,0.962543872142047,0.962543872142047,False
T_degC__median,Tpot_K__max,0.962524345823496,0.962524345823496,False
H2OC_mmol_mol__min,H2OC_mmol_mol__q75,0.962506033587949,0.962506033587949,False
VPact_mbar__min,VPact_mbar__q75,0.962501563033872,0.962501563033872,False
sh_g_kg__min,sh_g_kg__q75,0.962435584157362,0.962435584157362,False
H2OC_mmol_mol__q75,sh_g_kg__min,0.962395184242844,0.962395184242844,False
H2OC_mmol_mol__min,VPact_mbar__q75,0.96235710439754,0.96235710439754,False
VPact_mbar__min,sh_g_kg__q75,0.962351769303644,0.962351769303644,False
max_wv_m_s__median,wv_m_s__rms,0.962344309232724,0.962344309232724,False
H2OC_mmol_mol__q75,VPact_mbar__min,0.962314935049387,0.962314935049387,False
VPmax_mbar__iqr,VPdef_mbar__iqr,0.962284476527585,0.962284476527585,False
VPact_mbar__q75,sh_g_kg__min,0.962247802391621,0.962247802391621,False
VPdef_mbar__max,VPdef_mbar__q75,0.962207643927623,0.962207643927623,False
T_degC__max,Tlog_degC__median,0.962127555685774,0.962127555685774,False
Tpot_K__q75,rho_g_m_3__min,-0.961951234826877,0.961951234826877,False
Tdew_degC__min,VPact_mbar__q25,0.961943938591818,0.961943938591818,False
Tpot_K__peak_to_peak,rho_g_m_3__peak_to_peak,0.961934240673969,0.961934240673969,False
Tdew_degC__min,H2OC_mmol_mol__q25,0.961921482312467,0.961921482312467,False
max_wv_m_s__rms,wv_m_s__median,0.961867976273685,0.961867976273685,False
T_degC__median,Tpot_K__q25,0.961787377988717,0.961787377988717,False
T_degC__std,Tlog_degC__std,0.961645296680836,0.961645296680836,False
T_degC__q25,Tpot_K__min,0.961621087328772,0.961621087328772,False
VPmax_mbar__max,Tlog_degC__q75,0.961571277077332,0.961571277077332,False
Tdew_degC__min,sh_g_kg__q25,0.961538859285116,0.961538859285116,False
Tpot_K__max,Tlog_degC__median,0.961530525939942,0.961530525939942,False
rho_g_m_3__min,rho_g_m_3__median,0.961379618423419,0.961379618423419,False
VPmax_mbar__rms,Tlog_degC__q75,0.96137743679699,0.96137743679699,False
T_degC__kurtosis,Tpot_K__kurtosis,0.961351700805178,0.961351700805178,False
Tpot_K__median,rho_g_m_3__mean,-0.961201687260918,0.961201687260918,False
max_wv_m_s__std,wv_m_s__std,0.961144143833916,0.961144143833916,False
VPmax_mbar__median,Tlog_degC__rms,0.960979892322348,0.960979892322348,False
Tpot_K__median,rho_g_m_3__rms,-0.960960421102925,0.960960421102925,False
Tlog_degC__mean,Tlog_degC__max,0.960951840661842,0.960951840661842,False
SWDR_W_m__peak_to_peak,max_PAR_mol_m_s__std,0.960951085875765,0.960951085875765,False
SWDR_W_m__max,max_PAR_mol_m_s__std,0.960951085875765,0.960951085875765,False
Tpot_K__rms,rho_g_m_3__min,-0.960888668374499,0.960888668374499,False
VPmax_mbar__q75,T_degC__max,0.960880271721027,0.960880271721027,False
Tpot_K__mean,rho_g_m_3__min,-0.960689765412048,0.960689765412048,False
OT__std,OT__peak_to_peak,0.960633540617356,0.960633540617356,False
max_wv_m_s__slope,wv_m_s__slope,0.96039604694528,0.96039604694528,False
p_mbar__max,p_mbar__median,0.96026732357722,0.96026732357722,False
T_degC__max,T_degC__median,0.960221515698782,0.960221515698782,False
VPmax_mbar__std,VPdef_mbar__peak_to_peak,0.960164470445809,0.960164470445809,False
Tdew_degC__mean,VPact_mbar__min,0.960013754671554,0.960013754671554,False
VPmax_mbar__max,Tlog_degC__rms,0.959993166168299,0.959993166168299,False
max_PAR_mol_m_s__std,PAR_mol_m_s__std,0.959969956057371,0.959969956057371,False
T_degC__iqr,Tpot_K__std,0.959929575110808,0.959929575110808,False
VPmax_mbar__q25,T_degC__median,0.959907355286701,0.959907355286701,False
VPmax_mbar__mean,Tlog_degC__q25,0.959858830323924,0.959858830323924,False
Tdew_degC__mean,H2OC_mmol_mol__min,0.959799665378975,0.959799665378975,False
VPmax_mbar__max,Tlog_degC__max,0.959750950768126,0.959750950768126,False
SWDR_W_m__std,max_PAR_mol_m_s__rms,0.959719490992977,0.959719490992977,False
Tdew_degC__mean,VPact_mbar__max,0.959708569328857,0.959708569328857,False
VPmax_mbar__max,T_degC__q75,0.959704003510214,0.959704003510214,False
VPmax_mbar__max,T_degC__rms,0.959571969025945,0.959571969025945,False
Tdew_degC__mean,H2OC_mmol_mol__max,0.959540256245951,0.959540256245951,False
rain_mm__std,rain_mm__max,0.95952616243117,0.95952616243117,False
rain_mm__std,rain_mm__peak_to_peak,0.95952616243117,0.95952616243117,False
VPmax_mbar__q75,Tpot_K__max,0.959516527731784,0.959516527731784,False
VPmax_mbar__max,VPmax_mbar__median,0.959502960196662,0.959502960196662,False
Tdew_degC__mean,sh_g_kg__min,0.959439396206791,0.959439396206791,False
rh__q25,rh__rms,0.959416479907171,0.959416479907171,False
VPmax_mbar__median,Tpot_K__rms,0.959389438297568,0.959389438297568,False
SWDR_W_m__mean,PAR_mol_m_s__std,0.959371862135546,0.959371862135546,False
p_mbar__min,p_mbar__median,0.959361038776597,0.959361038776597,False
Tpot_K__max,Tpot_K__median,0.959337562769544,0.959337562769544,False
Tdew_degC__mean,sh_g_kg__max,0.959276431031689,0.959276431031689,False
VPmax_mbar__median,Tpot_K__mean,0.959254731279282,0.959254731279282,False
Tdew_degC__min,H2OC_mmol_mol__mean,0.959217063524007,0.959217063524007,False
Tdew_degC__min,VPact_mbar__mean,0.959195190025792,0.959195190025792,False
VPmax_mbar__q25,Tpot_K__median,0.959109816855111,0.959109816855111,False
Tdew_degC__min,sh_g_kg__mean,0.958892745975988,0.958892745975988,False
VPmax_mbar__rms,Tpot_K__max,0.958868107992984,0.958868107992984,False
Tdew_degC__min,Tdew_degC__q75,0.958851339147758,0.958851339147758,False
Tdew_degC__max,VPact_mbar__q75,0.958782704411946,0.958782704411946,False
raining_s__q75,raining_s__iqr,0.958658971837304,0.958658971837304,False
SWDR_W_m__zero_crossing_rate,PAR_mol_m_s__zero_crossing_rate,0.958652135732113,0.958652135732113,False
max_wv_m_s__median,wv_m_s__q75,0.958651533193416,0.958651533193416,False
Tdew_degC__max,H2OC_mmol_mol__q75,0.958610288784601,0.958610288784601,False
VPmax_mbar__q25,Tlog_degC__min,0.958534170328078,0.958534170328078,False
T_degC__std,rho_g_m_3__std,0.958499399545929,0.958499399545929,False
VPmax_mbar__rms,T_degC__max,0.958379214223501,0.958379214223501,False
VPdef_mbar__median,VPdef_mbar__q75,0.958315544432611,0.958315544432611,False
T_degC__q75,Tlog_degC__max,0.958314998702545,0.958314998702545,False
Tdew_degC__max,sh_g_kg__q75,0.958279436946444,0.958279436946444,False
PAR_mol_m_s__mean,PAR_mol_m_s__std,0.958212532767176,0.958212532767176,False
VPmax_mbar__skew,Tpot_K__skew,0.958197005001065,0.958197005001065,False
rh__std,rh__peak_to_peak,0.958194612568699,0.958194612568699,False
Tdew_degC__q25,VPact_mbar__q75,0.958175440614323,0.958175440614323,False
VPdef_mbar__q75,VPdef_mbar__iqr,0.958155831068282,0.958155831068282,False
Tdew_degC__q25,H2OC_mmol_mol__q75,0.958056382212864,0.958056382212864,False
T_degC__q25,Tlog_degC__mean,0.957930418309013,0.957930418309013,False
VPmax_mbar__q25,T_degC__rms,0.957751155227999,0.957751155227999,False
Tdew_degC__q25,sh_g_kg__q75,0.957744357901696,0.957744357901696,False
max_wv_m_s__median,max_wv_m_s__q25,0.957731527655882,0.957731527655882,False
Tdew_degC__min,H2OC_mmol_mol__rms,0.957561588995535,0.957561588995535,False
Tdew_degC__min,VPact_mbar__rms,0.957552299121665,0.957552299121665,False
Tdew_degC__min,sh_g_kg__rms,0.957235713033656,0.957235713033656,False
Tpot_K__std,Tlog_degC__std,0.957144772599419,0.957144772599419,False
VPmax_mbar__mean,Tlog_degC__q75,0.957123675290213,0.957123675290213,False
SWDR_W_m__mean,SWDR_W_m__std,0.956707048105419,0.956707048105419,False
VPmax_mbar__max,Tlog_degC__mean,0.956635360382103,0.956635360382103,False
VPmax_mbar__median,T_degC__q75,0.956632855695064,0.956632855695064,False
rh__q75,rh__rms,0.956554632006639,0.956554632006639,False
rh__std,rh__iqr,0.956477842537696,0.956477842537696,False
VPmax_mbar__q25,T_degC__min,0.956435736299791,0.956435736299791,False
Tdew_degC__max,VPact_mbar__rms,0.956359258873379,0.956359258873379,False
VPmax_mbar__kurtosis,T_degC__kurtosis,0.956228357399615,0.956228357399615,False
Tdew_degC__max,H2OC_mmol_mol__rms,0.956159742872496,0.956159742872496,False
max_wv_m_s__q25,wv_m_s__median,0.956069687602072,0.956069687602072,False
T_degC__iqr,rho_g_m_3__iqr,0.956046526088299,0.956046526088299,False
SWDR_W_m__std,max_PAR_mol_m_s__std,0.956029563790996,0.956029563790996,False
VPmax_mbar__min,T_degC__q25,0.955999165655057,0.955999165655057,False
wv_m_s__mean,wv_m_s__q25,0.955898445967715,0.955898445967715,False
Tdew_degC__q75,VPact_mbar__q25,0.955886321305742,0.955886321305742,False
VPmax_mbar__peak_to_peak,VPdef_mbar__max,0.955877720492268,0.955877720492268,False
Tdew_degC__max,sh_g_kg__rms,0.955844707754219,0.955844707754219,False
Tdew_degC__min,H2OC_mmol_mol__median,0.955820600953967,0.955820600953967,False
Tdew_degC__diff_mean,H2OC_mmol_mol__diff_mean,0.955757359762098,0.955757359762098,False
Tdew_degC__min,VPact_mbar__median,0.955756452274948,0.955756452274948,False
rho_g_m_3__max,rho_g_m_3__rms,0.955712725453622,0.955712725453622,False
Tdew_degC__q75,H2OC_mmol_mol__q25,0.955583606732689,0.955583606732689,False
rho_g_m_3__std,rho_g_m_3__iqr,0.955572813413739,0.955572813413739,False
VPmax_mbar__iqr,VPdef_mbar__std,0.955570103679126,0.955570103679126,False
T_degC__q25,Tlog_degC__median,0.955476344023194,0.955476344023194,False
Tdew_degC__min,sh_g_kg__median,0.955463589852922,0.955463589852922,False
max_PAR_mol_m_s__rms,PAR_mol_m_s__mean,0.955346925536041,0.955346925536041,False
Tdew_degC__diff_mean,VPact_mbar__diff_mean,0.955323807507435,0.955323807507435,False
VPmax_mbar__mean,Tpot_K__max,0.955251846428051,0.955251846428051,False
rho_g_m_3__mean,rho_g_m_3__max,0.95523808526729,0.95523808526729,False
Tdew_degC__q75,sh_g_kg__q25,0.955222586399358,0.955222586399358,False
VPact_mbar__zero_crossing_rate,sh_g_kg__zero_crossing_rate,0.955146995167832,0.955146995167832,False
Tdew_degC__diff_mean,sh_g_kg__diff_mean,0.95512527561892,0.95512527561892,False
VPmax_mbar__q75,Tpot_K__median,0.955067048079821,0.955067048079821,False
VPmax_mbar__mean,T_degC__q25,0.955006214107326,0.955006214107326,False
max_wv_m_s__mean,max_wv_m_s__q25,0.954562021183395,0.954562021183395,False
SWDR_W_m__skew,max_PAR_mol_m_s__skew,0.954522247581501,0.954522247581501,False
VPact_mbar__max,VPact_mbar__q25,0.954452270250069,0.954452270250069,False
Tdew_degC__max,VPact_mbar__mean,0.95435599055205,0.95435599055205,False
VPmax_mbar__median,Tpot_K__q75,0.954274845123332,0.954274845123332,False
VPact_mbar__q25,sh_g_kg__max,0.954146212741493,0.954146212741493,False
Tdew_degC__max,H2OC_mmol_mol__mean,0.954138750279389,0.954138750279389,False
T_degC__max,Tpot_K__rms,0.954053626481286,0.954053626481286,False
H2OC_mmol_mol__max,VPact_mbar__q25,0.954048926880215,0.954048926880215,False
H2OC_mmol_mol__q25,sh_g_kg__max,0.954037547718609,0.954037547718609,False
VPmax_mbar__rms,Tlog_degC__q25,0.954032921840827,0.954032921840827,False
VPmax_mbar__min,Tpot_K__q25,0.953995670096375,0.953995670096375,False
H2OC_mmol_mol__q25,VPact_mbar__max,0.953991680342723,0.953991680342723,False
sh_g_kg__max,sh_g_kg__q25,0.953976732017399,0.953976732017399,False
H2OC_mmol_mol__max,H2OC_mmol_mol__q25,0.95394113968357,0.95394113968357,False
VPmax_mbar__mean,T_degC__max,0.953936942689591,0.953936942689591,False
VPact_mbar__max,sh_g_kg__q25,0.953928566669722,0.953928566669722,False
VPdef_mbar__iqr,VPdef_mbar__peak_to_peak,0.95391280942068,0.95391280942068,False
H2OC_mmol_mol__max,sh_g_kg__q25,0.953877064555976,0.953877064555976,False
Tdew_degC__median,VPact_mbar__min,0.95382350457166,0.95382350457166,False
SWDR_W_m__std,PAR_mol_m_s__mean,0.953820378669238,0.953820378669238,False
Tdew_degC__max,sh_g_kg__mean,0.953817078607351,0.953817078607351,False
max_wv_m_s__max,wv_m_s__max,0.953791128610226,0.953791128610226,False
T_degC__max,Tpot_K__mean,0.953587848430378,0.953587848430378,False
Tdew_degC__median,H2OC_mmol_mol__min,0.953586680208116,0.953586680208116,False
T_degC__min,Tlog_degC__q25,0.953442827691452,0.953442827691452,False
Tpot_K__slope,rho_g_m_3__slope,-0.95340473534171,0.95340473534171,False
Tdew_degC__median,sh_g_kg__min,0.953208907031459,0.953208907031459,False
VPmax_mbar__q75,Tpot_K__rms,0.953078930077234,0.953078930077234,False
Tdew_degC__kurtosis,VPact_mbar__kurtosis,0.953060366514116,0.953060366514116,False
max_PAR_mol_m_s__peak_to_peak,PAR_mol_m_s__max,0.952978711814955,0.952978711814955,False
max_PAR_mol_m_s__peak_to_peak,PAR_mol_m_s__peak_to_peak,0.952978711814955,0.952978711814955,False
max_PAR_mol_m_s__max,PAR_mol_m_s__peak_to_peak,0.952978711814955,0.952978711814955,False
max_PAR_mol_m_s__max,PAR_mol_m_s__max,0.952978711814955,0.952978711814955,False
SWDR_W_m__mean,max_PAR_mol_m_s__rms,0.95281649625438,0.95281649625438,False
Tpot_K__rms,Tlog_degC__q75,0.952729357897785,0.952729357897785,False
VPmax_mbar__q75,Tpot_K__mean,0.952704908897261,0.952704908897261,False
rain_mm__skew,rain_mm__kurtosis,0.952548389935162,0.952548389935162,False
rho_g_m_3__q25,rho_g_m_3__q75,0.952465971213859,0.952465971213859,False
Tdew_degC__median,VPact_mbar__max,0.952348725861663,0.952348725861663,False
max_wv_m_s__min,wv_m_s__min,0.952329374154468,0.952329374154468,False
Tpot_K__mean,Tlog_degC__q75,0.952273303121605,0.952273303121605,False
max_PAR_mol_m_s__mean,PAR_mol_m_s__q75,0.952172266732616,0.952172266732616,False
max_PAR_mol_m_s__skew,PAR_mol_m_s__skew,0.952138378057491,0.952138378057491,False
Tdew_degC__median,H2OC_mmol_mol__max,0.952124669942892,0.952124669942892,False
Tpot_K__q75,Tlog_degC__q25,0.952006575340933,0.952006575340933,False
Tpot_K__median,Tlog_degC__q75,0.951903605231542,0.951903605231542,False
Tdew_degC__median,sh_g_kg__max,0.951869798857066,0.951869798857066,False
T_degC__q75,Tlog_degC__q25,0.951350332060369,0.951350332060369,False
Tpot_K__median,rho_g_m_3__min,-0.951230529556344,0.951230529556344,False
Tdew_degC__kurtosis,H2OC_mmol_mol__kurtosis,0.951165470947121,0.951165470947121,False
rh__median,rh__q25,0.951118950483331,0.951118950483331,False
Tpot_K__mean,Tlog_degC__min,0.951054651403015,0.951054651403015,False
VPmax_mbar__max,Tpot_K__q75,0.950943204977955,0.950943204977955,False
VPdef_mbar__skew,rh__skew,-0.950940013698438,0.950940013698438,False
T_degC__rms,Tpot_K__q25,0.950862117908761,0.950862117908761,False
T_degC__q25,Tlog_degC__rms,0.9507893782142,0.9507893782142,False
Tpot_K__rms,Tlog_degC__min,0.950661545803986,0.950661545803986,False
max_PAR_mol_m_s__mean,PAR_mol_m_s__iqr,0.950647217775574,0.950647217775574,False
Tpot_K__peak_to_peak,rho_g_m_3__std,0.950391288022559,0.950391288022559,False
Tdew_degC__kurtosis,sh_g_kg__kurtosis,0.950372053914616,0.950372053914616,False
T_degC__rms,Tlog_degC__max,0.950287930541736,0.950287930541736,False
rh__min,rh__q25,0.9502017025398,0.9502017025398,False
VPmax_mbar__median,Tlog_degC__q25,0.950138258048683,0.950138258048683,False
